Address,house_number,house,road,neighbourhood,city_district,postcode,state,latitude,longitude,latitude g,longitude g
"No. 57, 1st Floor, Jln Pju 1a/41b Pusat Dagangan Nzx Ara Jaya Petaling Jaya, Selangor 47301, Malaysia
",No. 57,1st Floor,Jln Pju 1a/41b,Pusat Dagangan Nzx Ara Jaya,Petaling Jaya,47301,Selangor,,,3.11385,101.59076
"Cheras, Selangor 56000, Malaysia",,,,,Cheras,56000,Selangor,,,6.15588,100.37052
"12A, Jln Puchong Ampang, Selangor 47180, Malaysia",12A,,Jln Puchong,,Ampang,47180,Selangor,,,3.23608,101.72101
"76-1-1, Jln Medan Putra 3/62d Mdn Putra Business Centre Kuala Lumpur, Wilayah Persekutuan 52200, Malaysia",76-1-1,,Jln Medan Putra 3/62d,Mdn Putra Business Centre,Kuala Lumpur,52200,Wilayah Persekutuan,,,3.19378,101.62506
"No. 18, Jln Indah 20 Taman Indah Jaya Kuala Langat, Selangor 42500, Malaysia",No. 18,,Jln Indah 20,Taman Indah Jaya,Kuala Langat,42500,Selangor,,,3.067458,101.78342
"No. 28, Jln Serindit Larkin Jaya Johor Bahru, Johor 80350, Malaysia",No. 28,,Jln Serindit Larkin Jaya,,Johor Bahru,80350,Johor,,,1.50108,103.74884
"No. 65, Psr Selangor Seksyen 15 Shah Alam, Selangor 40000, Malaysia",No. 65,Psr Selangor,,Seksyen 15,Shah Alam,40000,Selangor,,,3.06412,101.52742
"No. 37, Jln Sg 1/23 Taman Sri Gombak Batu Caves, Selangor 68100, Malaysia",No. 37,,Jln Sg 1/23,Taman Sri Gombak,Batu Caves,68100,Selangor,,,3.22686,101.7028
"No. 24, Psn 118C Desa Tun Razak Kuala Lumpur, Wilayah Persekutuan 56000, Malaysia",No. 24,,Psn 118C,Desa Tun Razak,Kuala Lumpur,56000,Wilayah Persekutuan,,,3.16181,101.71962
"73 , 73-1 & 73-2 ,JALAN DAMAI NIAGA 1 ALAM DAMAI Cheras, Wilayah Persekutuan 56000, Malaysia","73 , 73-1 & 73-2",,JALAN DAMAI NIAGA 1,ALAM DAMAI,Cheras,56000,Wilayah Persekutuan,,,3.05999,101.74302
"NO 18, JALAN KURNIA 8, TAMAN KURNIA Kluang, Johor 86000, Malaysia",NO 18,,JALAN KURNIA 8,TAMAN KURNIA,Kluang,86000,Johor,,,1.86862,102.93538
"No. 84, Jln Putra Kuala Lumpur, Wilayah Persekutuan 50350, Malaysia","No. 84,",,Jln Putra,,Kuala Lumpur,50350,Wilayah Persekutuan,,,4.68434,101.10746
"63 Jalana PBS 14/9, Kawasan Perindustrian Bukit Serdang, Seri Kembangan, Selangor 43300, Malaysia",63,,Jalana PBS 14/9,,Seri Kembangan,43300,Selangor,,,3.029739,101.715931
"25-1, Jln 2a/27a Setapak Kuala Lumpur, Wilayah Persekutuan 53300, Malaysia",25-1,,Jln 2a/27a,,Setapak,53300,Wilayah Persekutuan,,,3.2024,101.73087
"K9612, GF, Taman Cukai Utama 24000, Malaysia",K9612,GF,,Taman Cukai Utama,,24000,,,,6.15525,100.37191
"19344-2, Batu 18 Kg Setia Kuang Kuang, Selangor 48050, Malaysia",19344-2,,,Batu 18 Kg Setia Kuang,Kuang,48050,Selangor,,,3.163591,101.846863
"2, Jalan Pulai Perdana 11/3 Taman Pulai Perdana Skudai, Johor 81110, Malaysia",2,,Jalan Pulai Perdana 11/3,Taman Pulai Perdana,Skudai,81110,Johor,,,1.56267,103.61394
"No. 91, Jln TU41 Taman Tasik Utama Ayer Keroh, Melaka 75450, Malaysia",No. 91,, Jln TU41 ,Taman Tasik Utama ,Ayer Keroh,75450,Melaka,,,2.2566,102.29104
"No. 22, Jln 4/12a Seksyen 4 Bandar Baru Bangi, Selangor 43650, Malaysia",No. 22,,Jln 4/12a ,Seksyen 4 ,Bandar Baru Bangi,43650,Selangor,,,2.9644,101.77932
"U0252, BA, Jln Kemajuan Labuan, Sabah 87000, Malaysia",U025,BA,Jln Kemajuan ,,Labuan,87000,Sabah,,,6.15588,100.37052
"GF, Jln Seang Teik Georgetown, Pulau Pinang 10400, Malaysia",,GF,Jln Seang Teik,,Georgetown,10400,Pulau Pinang,,,5.41302,100.32384
"No. 11, Jln Desa Serdang 11 Taman Desa Serdang Seri Kembangan, Selangor 43300, Malaysia",No. 11,,Jln Desa Serdang 11,Taman Desa Serdang,Seri Kembangan,43300,Selangor,3.011811,101.725927,3.011924,101.726417
"No. 23, Jln Kencana 18 Taman Kencana Kuala Lumpur, Wilayah Persekutuan 56100, Malaysia",No. 23,,Jln Kencana 18,Taman Kencana,Kuala Lumpur,56100,Wilayah Persekutuan,,,3.12061,101.74894
"17-2, Jln Damai Perdana 1/8B Damai Perdana Kuala Lumpur, Wilayah Persekutuan 56000, Malaysia",17-2,,Jln Damai Perdana 1/8B,Damai Perdana,Kuala Lumpur,56000,Wilayah Persekutuan,,,3.05141,101.74269
"21B, Jalan Bunga Tanjung 8B Taman Muda Cheras, Wilayah Persekutuan 56100, Malaysia",21B,,Jalan Bunga Tanjung 8B ,Taman Muda,Cheras,56100,Wilayah Persekutuan,,,3.11942,101.76284
"No. 39, 1st Floor, Jln 4/62d Medan Putra Business Centre Kuala Lumpur, Wilayah Persekutuan 52200, Malaysia",No. 39,1st Floor,Jln 4/62d,Medan Putra Business Centre,Kuala Lumpur,52200,Wilayah Persekutuan,,,3.19378,101.62506
"No. 137, Lrg Perdana 1/5 Bandar Perdana Sungai Petani, Kedah 08000, Malaysia",No. 137,,Lrg Perdana 1/5,Bandar Perdana,Sungai Petani,8000,Kedah,,,5.69418,100.5404
"A6-1, Ground Floor, Blok A Yoshi Square, Jln Pelab Kuching, Sarawak 93450, Malaysia",A6-1,"Ground Floor, Blok A Yoshi Square",Jln Pelab,,Kuching,93450,Sarawak,,,3.046475,101.804657
"48-1, 1st Floor, Jln Sulaiman 1 Taman Putra Sulaiman Ampang, Selangor 68000, Malaysia",48-1,1st Floor,Jln Sulaiman 1,Taman Putra Sulaiman,Ampang,68000,Selangor,,,3.14529,101.76243
"No. 18, Jln Zirkon E7/E Seksyen 7 Shah Alam, Selangor 40000, Malaysia",No. 18,,Jln Zirkon E7/E,Seksyen 7,Shah Alam,40000,Selangor,,,3.07698,101.4973
"No. 279, Usj 3/4B Subang Jaya, Selangor 47600, Malaysia",No. 279,,,Usj 3/4B,Subang Jaya,47600,Selangor,,,3.05312,101.57318
"No. 11, Jln Molek 2/37 Taman Molek Johor Bahru, Johor 81100, Malaysia",No. 11,,Jln Molek 2/37,Taman Molek,Johor Bahru,81100,Johor,,,1.52181,103.79174
"No. 14, Jln Setia 12/20 Taman Setia Indah Johor Bahru, Johor 81100, Malaysia",No. 14,,Jln Setia 12/20 ,Taman Setia Indah ,Johor Bahru,81100,Johor,,,1.57084,103.77475
"9G & 9-1, 1st Floor, Jln Lj 4 Taman Industri Lembah Jaya Ampang, Selangor 68000, Malaysia",9G & 9-1,1st Floor,Jln Lj 4,Taman Industri Lembah Jaya,Ampang,68000,Selangor,,,3.028512,101.761933
"No. 24, Jln Dagang 10 Taman Dagang Jaya Ampang, Selangor 68000, Malaysia",No. 24,Block G,Jln Dagang 10,Taman Dagang Jaya,Ampang,68000,Selangor,,,3.13612,101.77631
"J-2-2, jalan 1/127 Pusat Perdagangan Kuchai Kuchai Lama, Wilayah Persekutuan 58200, Malaysia",J-2-2,,jalan 1/127,Pusat Perdagangan Kuchai,Kuchai Lama,58200,Wilayah Persekutuan,,,3.09053,101.68841
"No. 11, 1st Floor, Jalan 11/34A, Kepong Entrepreneurs Park, Kuala Lumpur, Wilayah Persekutuan 52100, Malaysia",No. 11,1st Floor,Jalan 11/34A,Kepong Entrepreneurs Park,Kuala Lumpur,52100,Wilayah Persekutuan,,,3.22003,101.65059
"30-2-1, Lrg Batu Nilam 4A Klang, Selangor 41200, Malaysia",30-2-1,,Lrg Batu Nilam 4A,,Klang,41200,Selangor,,,3.00451,101.43591
"No. 6, Jln Tpp 1/14 Taman Industri Puchong Puchong, Selangor 47100, Malaysia",No. 6,,Jln Tpp 1/14,Taman Industri Puchong,Puchong,47100,Selangor,,,3.29494,101.55856
"No. 26, Jln Ss22/2 Damansara Jaya Petaling Jaya, Selangor 47400, Malaysia",No. 26,,Jln Ss22/2,Damansara Jaya,Petaling Jaya,47400,Selangor,,,3.081228,101.764177
"No. 18, Jln H3 Taman Melawati Hulu Klang, Selangor 53100, Malaysia",No. 18,,Jln H3,Taman Melawati,Hulu Klang,53100,Selangor,,,3.22759,101.74506
"26A, Jln Sm 11, Taman Sri Manja, Petaling Jaya, Selangor 46000, Malaysia",26A,,Jln Sm 11,Taman Sri Manja,Petaling Jaya,46000,Selangor,,,3.07352,101.6484
"No. 9, Jln Tpk 2/7 Taman Perindustrian Kinrara Puchong, Selangor 58200, Malaysia",No. 9,,Jln Tpk 2/7,Taman Perindustrian Kinrara,Puchong,58200,Selangor,,,3.029,101.61349
"No. 288, Jln Pasir Puteh Ipoh, Perak 31650, Malaysia",No. 288,,Jln Pasir Puteh,,Ipoh,31650,Perak,,,1.65268,103.59229
"6, Jalan Tembaga Sd 5/2C, Bandar Sri Damansara, Freephone - Selangor, Selangor 52100, Malaysia",6,,Jalan Tembaga Sd 5/2C,"Bandar Sri Damansara, Freephone",Selangor,52100,Selangor,,,3.20096,101.61703
"6, Jalan Tembaga Sd 5/2c, Bandar Sri Damansara, Kepong, Wilayah Persekutuan 52200, Malaysia",6,,Jalan Tembaga Sd 5/2c,Bandar Sri Damansara,Kepong,52200,Wilayah Persekutuan,,,3.20096,101.61703
"No. 6, Jln Jln Tembaga Sd 5/2C Taman Sri Damansara Freephone - Selangor, Selangor 52100, Malaysia",No. 6,,Jln Jln Tembaga Sd 5/2C,Taman Sri Damansara Freephone,Selangor,52100,Selangor,,,3.20096,101.61703
"15-1, Jln Prima Setapak 5 Prima Setapak Kuala Lumpur, Wilayah Persekutuan 53300, Malaysia",15-1,,Jln Prima Setapak 5,Prima Setapak,Kuala Lumpur,53300,Wilayah Persekutuan,,,3.17857,101.64802
"61-3, Jln Thambapillai Kuala Lumpur, Wilayah Persekutuan 50470, Malaysia",61-3,,Jln Thambapillai,,Kuala Lumpur,50470,Wilayah Persekutuan,,,3.30722,101.58764
"No. 6, Jln Pjs 7/21 Taman Bandar Sunway Petaling Jaya, Selangor 46150, Malaysia",No. 6,,Jln Pjs 7/21,Taman Bandar Sunway,Petaling Jaya,46150,Selangor,,,3.07952,101.63364
"LEVEL 12B MENARA OLYMPIA , 8 JALAN RAJU CHULAN Kuala Lumpur, Wilayah Persekutuan 50200, Malaysia",,LEVEL 12B MENARA OLYMPIA,8 JALAN RAJU CHULAN,,Kuala Lumpur,50200,Wilayah Persekutuan,,,3.12108,101.71165
"No. 50, Jln Pengasah 3 Klang, Selangor 41400, Malaysia",No. 50,,Jln Pengasah 3,,Klang,41400,Selangor,,,3.0711,101.41357
"2A-6-10, Kondominium Bdr Baru Klang, Psn Bukit Raj Bandar Baru Klang Klang, Selangor 41150, Malaysia",2A-6-10,Kondominium Bdr Baru Klang,Psn Bukit Raj,Bandar Baru Klang,Klang,41150,Selangor,,,3.06257,101.46816
"NO. 12A-2, Jln Pju 3/38a, Sunway Damansara, Petaling Jaya, Selangor 47810, Malaysia",NO. 12A-2,,Jln Pju 3/38a,Sunway Damansara,Petaling Jaya,47810,Selangor,,,3.14535,101.5764
"No. 147, Gerbang Bukit Kecil 2, Sungai Nibong, Bayan Lepas, Pulau Pinang 11900, Malaysia",No. 147,Gerbang Bukit Kecil 2,,Sungai Nibong,Bayan Lepas,11900,Pulau Pinang,,,5.33203,100.29743
"no-92,persiaran raja muda musa,selangor,klang Klang, Selangor 41100, Malaysia",no-92,persiaran raja muda musa,,,klang,41100,Selangor,,,3.02906,101.429
"No. 61, Jln 1/154 Taman Bukit Anggerik Kuala Lumpur, Wilayah Persekutuan 56000, Malaysia",No. 61,,Jln 1/154,Taman Bukit Anggerik,Kuala Lumpur,56000,Wilayah Persekutuan,,,3.06573,101.74742
"No. 76, Jln Raja Musa Aziz Ipoh, Perak 30300, Malaysia",No. 76,,Jln Raja Musa Aziz,,Ipoh,30300,Perak,,,4.59905,101.08507
"No. 16, Jln Maju 6 Taman Kajang Utama Kajang, Selangor 43000, Malaysia",No. 16,,Jln Maju 6,Taman Kajang Utama,Kajang,43000,Selangor,,,2.996397,101.747995
"34A,LORONG RAHIM KAJAI 14 TAMAN TUN DR ISMAIL Taman Tun Dr Ismail, Wilayah Persekutuan 60000, Malaysia",34A,,LORONG RAHIM KAJAI 14,TAMAN TUN DR ISMAIL Taman Tun Dr Ismail,,60000,Wilayah Persekutuan,,,3.1555,101.62232
"10B, Jalan Halaman 2, Taman Halaman, Ampang, Selangor 68000, Malaysia",10B,,Jalan Halaman 2,Taman Halaman,Ampang,68000,Selangor ,,,3.20035,101.78019
"No. 11, Jln Intan 2/4 Taman Intan Kluang, Johor 86000, Malaysia",No. 11,,Jln Intan 2/4,Taman Intan,Kluang,86000,Johor,,,2.01811,103.30326
"6-2-1, 2nd Floor, Blok 6 Medow Park, Jln 1/130 Off Kuala Lumpur, Wilayah Persekutuan 58200, Malaysia",6-2-2001,"2nd Floor, Blok 6 Medow Park",Jln 1/130 Off,,Kuala Lumpur,58200,Wilayah Persekutuan,,,3.08283,101.67851
"no.30-g, jalan desa putera, 43/ks 08, pusat perniagaan desa putera, jalan kebun Klang Klang, Selangor 41100, Malaysia",no.30-g,,jalan desa putera,"pusat perniagaan desa putera, jalan kebun Klang",Klang,41100,Selangor,,,2.97455,101.50406
"No. 127, 4th Floor, Jln Ss25/2 SS25 Petaling Jaya, Selangor 47301, Malaysia",No. 127,4th Floor,Jln Ss25/2 SS25,,Petaling Jaya,47301,Selangor ,,,3.116477,101.823154
"No.2 Jalan KPKS 1 Kompleks Perniagaan Kota Syahbandar Melaka 75200, Malaysia",No.2,,Jalan KPKS 1,Kompleks Perniagaan,Kota Syahbandar,75200,Melaka,,,6.15588,100.37052
"15th Floor, Blok A Damansara Intan, Jln Ss20/27 SS20 Petaling Jaya, Selangor 47400, Malaysia",,"15th Floor, Blok A Damansara Intan",Jln Ss20/27 SS20,,Petaling Jaya,47400,Selangor,,,3.13181,101.61675
"No. 60, 1st Floor, Jln 1/2 Bukit Rahman Putra Sungai Buloh, Selangor 47000, Malaysia",No. 60,1st Floor,Jln 1/2,Bukit Rahman Putra,Sungai Buloh,47000,Selangor,,,3.22657,101.55736
"No. 303, Blok C Dataran Usahawan Kelana, Jln Ss 7/ SS7 Petaling Jaya, Selangor 47301, Malaysia",No. 303,Blok C Dataran Usahawan Kelana,Jln Ss 7/ SS7,,Petaling Jaya,47301,Selangor,,,2.04605,102.64475
"6th Floor, Kota Bharu Trade Centre, Jln Buluh Kubu Kota Bharu, Kelantan 15000, Malaysia",,"6th Floor, Kota Bharu Trade Centre",Jln Buluh Kubu,,Kota Bharu,15000,Kelantan,,,1.73614,103.90648
"1st Floor, Jln Usj 10/1b Usj Subang Jaya, Selangor 47620, Malaysia",,1st Floor,Jln Usj 10/1b,Usj,Subang Jaya,47620,Selangor,,,3.04744,101.58632
"24A, 1st Floor, Jln 4/23b Danau Kota Kuala Lumpur, Wilayah Persekutuan 53300, Malaysia",24A,1st Floor,Jln 4/23b,Danau Kota,Kuala Lumpur,53300,Wilayah Persekutuan,,,3.20851,101.71783
"5-2, Jln Pju 8/3B Bandar Damansara Perdana Petaling Jaya, Selangor 47820, Malaysia",5-2,,Jln Pju 8/3B,Bandar Damansara Perdana,Petaling Jaya,47820,Selangor,,,3.12016,101.60016
"9, Jalan Indah 4 Taman Ampang Indah Ampang, Selangor 68000, Malaysia",9,,Jalan Indah 4 ,Taman Ampang Indah ,Ampang,68000,Malaysia,,,3.14762,101.77833
"K-2A-1, Jaya 1, Jln Universiti Seksyen 13 Petaling Jaya, Selangor 46200, Malaysia",K-2A-1,Jaya 1,Jln Universiti,Seksyen 13,Petaling Jaya,46200,Selangor,,,3.08137,101.64668
"No. 490, Jln 21 Kampung Baru Salak Selatan Kuala Lumpur, Wilayah Persekutuan 57100, Malaysia",No. 490,,Jln 21,Kampung Baru Salak Selatan,Kuala Lumpur,57100,Wilayah Persekutuan,,,3.08832,101.70801
"No. 33, Jln Lep 5/12 Bandar Putra Permai Seri Kembangan, Selangor 43300, Malaysia",No. 33,,Jln Lep 5/12,Bandar Putra Permai,Seri Kembangan,43300,Selangor,,,2.99972,101.65539
"No 16, Jalan LP 3/6, Taman Lestari Perdana Taman Lestari Perdana Seri Kembangan, Selangor 43300, Malaysia",No 16,,Jalan LP 3/6,Taman Lestari Perdana ,Seri Kembangan,43300,Selangor,,,3.11671,101.823932
,,,,,,,,,,,
"No. 15, Jln Pbs 14/10 Kaw Perindustrian Bkt Serdang Seri Kembangan, Selangor 43300, Malaysia",No. 15,,Jln Pbs 14/10,Kaw Perindustrian Bkt Serdang,Seri Kembangan,43300,Selangor,,,3.029739,101.715931
"7, Jalan 110, Kepong Baru 52100 Kuala Lumpur kepong, Wilayah Persekutuan 52100, Malaysia",7,,Jalan 110,Kepong Baru,Kuala Lumpur,52100,Wilayah Persekutuan ,,,3.21072,101.63454
"No. 116, Jln Berhala Kuala Lumpur, Wilayah Persekutuan 50470, Malaysia",No. 116,,Jln Berhala,,Kuala Lumpur,50470,Wilayah Persekutuan,,,3.07712,101.70865
"Lot.1.01.01 & 1.01.02, Level 1, Pavilion Kuala Lumpur, Kuala Lumpur, Wilayah Persekutuan 55100, Malaysia",Lot.1.01.01 & 1.01.02,"Level 1, Pavilion Kuala Lumpur",,,Kuala Lumpur,55100,Wilayah Persekutuan,,,3.13298,101.68296
"Jln Maju Kota Tinggi, Johor 81900, Malaysia",,,Jln Maju Kota Tinggi,,,81900,Johor ,,,1.73484,103.90002
"No. 1, Jalan B U9/B, Sunway Kayangan Seksyen 9, Shah Alam, Selangor 40150, Malaysia",No. 1,,Jalan B U9/B,Sunway Kayangan Seksyen 9,Shah Alam,40150,Selangor,,,3.13004,101.51422
"35, Jalan 10/152, Taman Perindustrian Oug, Kuala Lumpur, Wilayah Persekutuan 58200, Malaysia",35,,Jalan 10/152,Taman Perindustrian Oug,Kuala Lumpur,58200,Wilayah Persekutuan ,,,3.06739,101.65996
"L1, Blok G Pangsapuri Bbk, Bandar Baru Kundang Kuang, Selangor 48050, Malaysia",L1,Blok G Pangsapuri Bbk,,Bandar Baru Kundang ,Kuang,48050,Selangor,,,3.28439,101.51358
"192, Tingkat G, Ampang Park Shopping Complex, Jala Kuala Lumpur, Wilayah Persekutuan 50450, Malaysia",192,"Tingkat G, Ampang Park Shopping Complex",Jala Kuala Lumpur,,,50450,Wilayah Persekutuan ,,,3.16058,101.72193
"44, Tingkat G, Persiaran Ampang, Kuala Lumpur, Wilayah Persekutuan 55000, Malaysia",44,"Tingkat G, Persiaran Ampang",,,Kuala Lumpur,55000,Wilayah Persekutuan,,,3.15062,101.74296
"No. 30, Ground Floor, Jln 3/23f, Teratai Mewah, Kuala Lumpur, Wilayah Persekutuan 53000, Malaysia",No. 30,Ground Floor,Jln 3/23f,Teratai Mewah,Kuala Lumpur,53000,Wilayah Persekutuan,,,3.20019,101.70939
"2A, Ltg Angsana Air Itam, Pulau Pinang 11500, Malaysia",2A,,,Ltg Angsana,Air Itam,11500,Pulau Pinang,,,5.40896,100.28654
"20-1, Tingkat 1, Jalan Sulaiman 1, Taman Putra Sulaiman, Ampang, Selangor 68000, Malaysia",20-1,Tingkat 1,Jalan Sulaiman 1,Taman Putra Sulaiman,Ampang,68000,Selangor,,,3.079227,101.766977
,,,,,,,,,,,
"Bandar Baru Selayang
68100 Batu Caves
Selangor Darul Ehsan",,,,Bandar Baru Selayang,Batu Caves,68100,Selangor ,,,3.24695,101.67157
"Jalan Templer
46050 Petaling Jaya
Selangor Darul Ehsan",,,Jalan Templer ,, Petaling Jaya ,46050,Selangor,,,3.08872,101.65354
"Jalan Kota, 41000 Klang
Selangor Darul Ehsan",,,Jalan Kot,,Klang ,41000,Selangor,,,2.2727,102.52641
"Jalan Semenyih, 43000 Kajang
Selangor Darul Ehsan",,,Jalan Semenyih,,Kajang ,43000,Selangor,,,2.98806,101.80141
"Telok Datok, 42700 Banting
Selangor Darul Ehsan",,,,Telok Datok,Banting ,42700,Selangor,,,3.021782,101.754974
"Jalan Syed Mashor ,
44000 Kuala Kubu Bharu, Selangor",,,Jalan Syed Mashor,, Kuala Kubu Bharu,44000,Selangor,,,4.58473,101.08595
"Jalan Kelang, Jalan Bukit Kemajuan, 45000 Kuala Selangor
Selangor Darul Ehsan",,,Jalan Kelang,Jalan Bukit Kemajuan, Kuala Selangor ,45000,Selangor,,,3.20939,101.62365
"Jalan Besar, 45300 Sungai Besar, Sabak Bernam, Selangor Darul Ehsan",,,Jalan Besar,Sungai Besar,Sabak Bernam,45300,Selangor,,,3.76708,100.99045
"No. 29, Jalan 6
Kosmopleks, Bandar Baru Salak Tinggi
43900 Sepang,
Selangor Darul Ehsan",No. 29,,Jalan 6 Kosmoplek,Bandar Baru Salak Tinggi ,Sepang,43900,Selangor,,,2.81307/101.74002,
"Kampung Kenangan Indah, Jalan Balakong Seri Kembangan, Selangor 43100, Malaysia",,Kampung Kenangan Indah,Jalan Balakong,,Seri Kembangan,43100,Selangor,,,,
"No. 8970, Jln Udang Galah Kampung Telok Gong Telok Gong, Selangor 42000, Malaysia",No. 8970,,Jln Udang Galah,Kampung Telok Gong,Telok Gong,42000,Selangor,,,,
"No. 771, Jln Nilai 3/4 Kawasan Perindustrian Nilai 3 Nilai, Negeri Sembilan 71800, Malaysia",No. 771,,Jln Nilai 3/4,Kawasan Perindustrian Nilai 3,Nilai,71800,Negeri Sembilan ,,,,
"No. 50, 2nd Floor, Jln Silang Kuala Lumpur, Wilayah Persekutuan 50050, Malaysia",No. 50,2nd Floor,Jln Silang,,Kuala Lumpur,50050,Wilayah Persekutuan,,,,
"2-8-2- Block A Bander Putera Jalan Kebun Klang Klang, Selangor 41200, Malaysia",2-8-2002,Block A Bander Putera,Jalan Kebun Klang,,Klang,41200,Selangor,,,,
"1 Jln Kemajuan Karamunsing, Sabah 88000, Malaysia",1,,Jln Kemajuan,,Karamunsing,88000,Sabah,,,,
"Taman Bandar Baru Kampar Kampar, Perak , Malaysia",,,,Taman Bandar Baru Kampar,Kampar,,Perak,,,,
"PLOTP131, Jln Perindustrian Bukit Minyak Kaw Perindustrian Bkt Minyak Bukit Tengah, Pulau Pinang 14100, Malaysia",PLOTP131,,Jln Perindustrian,Bukit Minyak Kaw Perindustrian Bkt Minyak,Bukit Tengah,14100,Pulau Pinang,,,,
"PLOT 131 A, JALAN PERINDUSTRIAN BUKIT MINYAK SEBERANG PERAI TANGAH Bukit Mertajam, Pulau Pinang 14100, Malaysia",PLOT 131 A,,JALAN PERINDUSTRIAN,BUKIT MINYAK SEBERANG PERAI TANGAH,Bukit Mertajam,14100,Pulau Pinang,,,,
"PLOT 131, Flextronics, Lorong Perindustrian Bukit Simpang Ampat, Pulau Pinang 14100, Malaysia",PLOT 131,Flextronics,Lorong Perindustrian,Bukit Simpang Ampat,Simpang Ampat,14100,Pulau Pinang,,,,
"PLOT 23, Tingkat G, Flextronics Technology, Lebuhr Bayan Lepas, Pulau Pinang 11900, Malaysia",PLOT 23," Tingkat G, Flextronics Technology",,Lebuhr Bayan Lepas,Bayan Lepas,11900,Pulau Pinang,,,,
"PLOT 23, Lebuhraya Kampung Jawa, Bayan Lepas, Pulau Pinang 11900, Malaysia",PLOT 23,,,Lebuhraya Kampung Jawa,,11900,Pulau Pinang,,,,
"5-5A, Jln Kebun Nenas 1n/ks7 Bandar Putera Klang, Selangor 41000, Malaysia",5-5A,,Jln Kebun Nenas 1n/ks7,Bandar Putera,Klang,41000,Selangor,,,,